Record ID,Teacher Id,Assigned Hours,Course code,Reported Hours
A775,19930221-0139,100,I-311,105
A776,19590129-0004,240,I-312,251
A777,19790708-0041,140,I-312,156
A778,19560705-0025,240,I-313,252
A779,19780815-0047,140,I-313,160
A780,19680712-0028,240,I-314,255
A781,19790717-0045,140,I-314,140
A782,19600814-0002,240,I-315,260
A783,19750331-0036,140,I-315,156
A784,19900701-0138,140,I-315,143
A785,19690513-0015,260,I-316,268
A786,19781125-0031,120,I-316,109
A787,19620522-0023,260,I-317,255
A788,19761020-0044,120,I-317,122
A789,19580515-0017,280,I-318,293
A790,19760108-0050,140,I-318,160
A791,19590129-0004,240,I-319,241
A792,19790618-0048,140,I-319,129
A793,19911116-0069,140,I-319,147
A794,19600529-0021,280,I-320,281
A795,19780317-0052,100,I-320,105
A796,19900317-0083,100,I-320,109
A797,19560812-0016,240,I-321,234
A798,19790618-0048,120,I-321,127
A799,19650303-0019,260,I-322,273
A800,19761024-0034,100,I-322,88
A801,19570828-0008,260,I-323,269
A802,19780317-0052,140,I-323,124
A803,19601021-0018,240,I-324,245
A804,19780317-0052,120,I-324,111
A805,19900119-0104,120,I-324,102
A806,19660630-0020,240,I-325,236
A807,19781217-0053,140,I-325,122
A808,19570828-0008,240,I-326,233
A809,19760108-0050,120,I-326,101
A810,19900430-0112,120,I-326,136
A811,19580515-0017,280,I-327,300
A812,19761020-0044,120,I-327,116
A813,19620424-0026,240,I-328,253
A814,19790702-0038,140,I-328,127
A815,19900511-0134,100,I-328,81
A816,19580515-0017,260,I-329,250
A817,19750417-0051,120,I-329,129
A818,19910122-0077,100,I-329,81
A819,19620831-0024,240,I-330,250
A820,19750512-0043,140,I-330,146
A821,19910927-0128,100,I-330,118
A822,19660630-0020,240,I-331,221
A823,19780317-0052,100,I-331,119
A824,19900909-0123,120,I-331,137
A825,19570826-0012,280,I-332,266
A826,19790708-0041,100,I-332,108
A827,19611219-0014,260,I-333,273
A828,19760108-0050,120,I-333,107
A829,19910404-0102,100,I-333,91
A830,19570615-0011,280,I-334,291
A831,19790426-0049,140,I-334,132
A832,19610620-0006,260,I-335,248
A833,19750122-0056,100,I-335,90
A834,19600529-0021,240,I-336,256
A835,19790702-0038,100,I-336,93
A836,19910404-0102,140,I-336,125
A837,19600905-0003,260,I-337,256
A838,19781130-0054,100,I-337,114
A839,19900723-0126,140,I-337,147
A840,19580515-0017,240,I-338,245
A841,19790708-0041,120,I-338,138
A842,19561222-0030,280,I-339,290
A843,19750122-0056,120,I-339,133
A844,19610623-0005,280,I-340,271
A845,19750906-0032,100,I-340,110
A846,19910921-0136,100,I-340,102
A847,19561222-0030,240,I-341,227
A848,19750417-0051,140,I-341,147
A849,19680712-0028,260,I-342,249
A850,19780317-0052,120,I-342,120
A851,19910403-0103,120,I-342,138
A852,19690917-0022,260,I-343,245
A853,19780602-0035,100,I-343,86
A854,19640414-0013,260,I-344,246
A855,19750122-0056,100,I-344,87
A856,19921208-0097,120,I-344,118
A857,19560812-0016,280,I-345,285
A858,19790618-0048,100,I-345,104
A859,19570828-0008,240,I-346,232
A860,19751018-0039,120,I-346,124
A861,19920828-0070,100,I-346,86
A862,19600529-0021,240,I-347,231
A863,19770224-0058,140,I-347,130
A864,19570615-0011,280,I-348,264
A865,19780317-0052,120,I-348,109
A866,19640414-0013,240,I-349,235
A867,19760524-0046,120,I-349,138
A868,19650303-0019,260,I-350,269
A869,19780317-0052,120,I-350,132
A870,19920316-0107,120,I-350,140
A871,19611219-0014,260,I-351,246
A872,19750417-0051,100,I-351,116
A873,19610620-0006,240,I-352,237
A874,19760524-0046,120,I-352,108
A875,19930919-0137,140,I-352,144
A876,19600905-0003,280,I-353,289
A877,19790426-0049,140,I-353,160
A878,19900307-0105,100,I-353,112
A879,19690513-0015,280,I-354,300
A880,19780815-0047,140,I-354,148
A881,19930508-0061,100,I-354,80
A882,19611219-0014,240,I-355,238
A883,19750705-0033,120,I-355,112
A884,19930906-0110,120,I-355,118
A885,19570615-0011,280,I-356,267
A886,19761020-0044,140,I-356,126
A887,19910122-0077,120,I-356,118
A888,19570615-0011,280,I-357,265
A889,19750705-0033,100,I-357,81
A890,19900201-0074,140,I-357,148
A891,19560612-0010,260,I-358,269
A892,19750906-0032,140,I-358,155
A893,19900701-0138,100,I-358,118
A894,19660630-0020,280,I-359,278
A895,19780815-0047,120,I-359,133
A896,19601021-0018,280,I-360,284
A897,19750417-0051,120,I-360,120
A898,19561222-0030,240,I-361,232
A899,19760108-0050,140,I-361,130
A900,19590129-0004,260,I-362,273
A901,19761024-0034,120,I-362,121
A902,19910820-0078,140,I-362,140
A903,19610623-0005,240,I-363,251
A904,19790618-0048,120,I-363,139
A905,19900430-0112,120,I-363,101
A906,19680712-0028,260,I-364,257
A907,19790702-0038,100,I-364,87
A908,19910421-0067,120,I-364,131
A909,19600529-0021,260,I-365,274
A910,19750220-0037,140,I-365,156
A911,19620522-0023,260,I-366,272
A912,19750417-0051,100,I-366,111
A913,19640220-0029,260,I-367,263
A914,19750122-0056,120,I-367,106
A915,19920504-0093,140,I-367,149
A916,19600905-0003,240,I-368,252
A917,19790426-0049,120,I-368,105
A918,19901219-0125,140,I-368,123
A919,19610623-0005,240,I-369,252
A920,19750705-0033,140,I-369,158
A921,19930919-0137,140,I-369,128
A922,19600905-0003,260,I-370,277
A923,19781130-0054,100,I-370,120
A924,19930508-0061,120,I-370,136
A925,19650303-0019,240,I-371,221
A926,19750102-0059,140,I-371,137
A927,19901029-0071,100,I-371,103
A928,19690917-0022,240,I-372,234
A929,19750122-0056,140,I-372,154
A930,19610620-0006,280,I-373,297
A931,19780317-0052,140,I-373,149
A932,19630126-0001,280,I-374,277
A933,19760108-0050,140,I-374,139
A934,19910404-0102,120,I-374,110
A935,19610623-0005,280,I-375,294
A936,19761009-0055,100,I-375,103
A937,19610918-0027,240,I-376,229
A938,19780602-0035,100,I-376,82
A939,19660630-0020,280,I-377,297
A940,19761009-0055,140,I-377,140
A941,19560612-0010,240,I-378,250
A942,19781217-0053,100,I-378,84
A943,19900307-0105,140,I-378,156
A944,19560705-0025,260,I-379,250
A945,19790702-0038,120,I-379,104
A946,19920505-0115,140,I-379,137
A947,19650303-0019,260,I-380,242
A948,19760108-0050,140,I-380,140
A949,19590129-0004,260,I-381,275
A950,19790618-0048,120,I-381,112
A951,19650303-0019,260,I-382,248
A952,19781217-0053,140,I-382,136
A953,19900307-0105,120,I-382,133
A954,19570615-0011,260,I-383,259
A955,19750722-0060,100,I-383,91
A956,19600814-0002,280,I-384,299
A957,19750331-0036,120,I-384,117
A958,19900909-0123,120,I-384,105
A959,19640220-0029,280,I-385,263
A960,19781130-0054,140,I-385,137
A961,19900520-0063,140,I-385,123
A962,19640414-0013,280,I-386,280
A963,19750722-0060,100,I-386,103
A964,19690917-0022,280,I-387,278
A965,19770224-0058,120,I-387,127
A966,19690917-0022,260,I-388,248
A967,19780815-0047,100,I-388,116
A968,19610918-0027,240,I-389,245
A969,19750331-0036,140,I-389,131
A970,19920122-0065,120,I-389,128
A971,19570615-0011,260,I-390,244
A972,19781217-0053,120,I-390,138
A973,19600529-0021,260,I-391,256
A974,19761009-0055,120,I-391,102
A975,19910820-0078,100,I-391,87
A976,19570826-0012,280,I-392,263
A977,19781125-0031,100,I-392,110
A978,19920826-0088,100,I-392,95
A979,19620522-0023,260,I-393,252
A980,19750722-0060,100,I-393,102
A981,19900520-0063,100,I-393,118
A982,19690513-0015,260,I-394,266
A983,19750122-0056,140,I-394,122
A984,19921127-0120,120,I-394,107
A985,19610620-0006,260,I-395,272
A986,19770224-0058,120,I-395,124
A987,19620522-0023,280,I-396,294
A988,19750331-0036,140,I-396,131
A989,19931118-0062,120,I-396,106
A990,19690917-0022,240,I-397,224
A991,19760108-0050,140,I-397,136
A992,19900701-0138,100,I-397,113
A993,19640220-0029,260,I-398,242
A994,19790708-0041,140,I-398,150
A995,19570828-0008,280,I-399,269
A996,19790717-0045,100,I-399,115
A997,19611219-0014,280,I-400,294
A998,19750705-0033,120,I-400,135
A999,19920206-0072,140,I-400,138
A1000,19620424-0026,280,I-401,271
A1001,19790702-0038,100,I-401,105
A1002,19900801-0130,140,I-401,125
A1003,19560612-0010,280,I-402,274
A1004,19781130-0054,120,I-402,124
A1005,19611219-0014,260,I-403,251
A1006,19790702-0038,120,I-403,119
A1007,19630126-0001,240,I-404,224
A1008,19790708-0041,140,I-404,123
A1009,19900818-0116,120,I-404,104
A1010,19560612-0010,240,I-405,228
A1011,19790717-0045,120,I-405,115
A1012,19900426-0089,100,I-405,118
A1013,19580218-0007,280,I-406,283
A1014,19761020-0044,100,I-406,87
A1015,19640220-0029,260,I-407,266
A1016,19761009-0055,140,I-407,128
A1017,19600905-0003,260,I-408,258
A1018,19790426-0049,140,I-408,120
A1019,19610620-0006,240,I-409,246
A1020,19790708-0041,140,I-409,129
A1021,19560612-0010,260,I-410,270
A1022,19750331-0036,140,I-410,152
A1023,19900128-0095,100,I-410,107
A1024,19610918-0027,260,I-411,240
A1025,19780602-0035,120,I-411,126
A1026,19900909-0123,140,I-411,131
A1027,19600529-0021,240,I-412,224
A1028,19760524-0046,100,I-412,114
A1029,19690513-0015,260,I-413,241
A1030,19750512-0043,140,I-413,132
A1031,19900902-0090,120,I-413,115
A1032,19630126-0001,240,I-414,249
A1033,19750705-0033,140,I-414,145
A1034,19620831-0024,260,I-415,273
A1035,19750122-0056,100,I-415,93
A1036,19911116-0069,100,I-415,110
A1037,19640220-0029,260,I-416,264
A1038,19750220-0037,100,I-416,82
A1039,19931118-0062,140,I-416,120
A1040,19611219-0014,260,I-417,246
A1041,19761009-0055,100,I-417,115
A1042,19620831-0024,260,I-418,261
A1043,19780317-0052,100,I-418,92
A1044,19600905-0003,280,I-419,264
A1045,19750220-0037,120,I-419,128
A1046,19920828-0070,120,I-419,120
A1047,19580515-0017,260,I-420,247
A1048,19761009-0055,140,I-420,157
A1049,19910514-0068,140,I-420,151
A1050,19600529-0021,260,I-421,274
A1051,19750512-0043,120,I-421,135
A1052,19900902-0114,140,I-421,139
A1053,19680712-0028,260,I-422,276
A1054,19751018-0039,100,I-422,120
A1055,19930221-0139,100,I-422,114
A1056,19570828-0008,240,I-423,242
A1057,19790702-0038,120,I-423,103
A1058,19930709-0100,100,I-423,80
A1059,19601021-0018,280,I-424,286
A1060,19750102-0059,140,I-424,153
A1061,19921208-0097,120,I-424,105
A1062,19680712-0028,280,I-425,261
A1063,19750417-0051,120,I-425,108
A1064,19920917-0109,140,I-425,150
A1065,19680712-0028,260,I-426,263
A1066,19770713-0042,140,I-426,121
A1067,19910817-0092,120,I-426,106
A1068,19570615-0011,260,I-427,268
A1069,19750722-0060,100,I-427,105
A1070,19560612-0010,280,I-428,300
A1071,19750705-0033,140,I-428,153
A1072,19910817-0092,100,I-428,117
A1073,19680712-0028,240,I-429,228
A1074,19750331-0036,100,I-429,83
A1075,19901002-0085,100,I-429,111
A1076,19690917-0022,260,I-430,274
A1077,19790717-0045,140,I-430,138
A1078,19650303-0019,280,I-431,279
A1079,19761009-0055,120,I-431,100
A1080,19611219-0014,280,I-432,271
A1081,19761020-0044,100,I-432,109
A1082,19560705-0025,240,I-433,246
A1083,19781125-0031,140,I-433,129
A1084,19920226-0075,100,I-433,112
A1085,19570826-0012,260,I-434,267
A1086,19750722-0060,100,I-434,116
A1087,19910820-0078,100,I-434,89
A1088,19570826-0012,260,I-435,262
A1089,19790702-0038,120,I-435,120
A1090,19601021-0018,240,I-436,220
A1091,19770224-0058,120,I-436,116
A1092,19930228-0086,120,I-436,130
A1093,19680712-0028,280,I-437,267
A1094,19770713-0042,120,I-437,126
A1095,19910403-0131,120,I-437,139
A1096,19560612-0010,260,I-438,253
A1097,19770713-0042,100,I-438,103
A1098,19611219-0014,280,I-439,294
A1099,19761020-0044,140,I-439,160
A1100,19900818-0116,100,I-439,81
A1101,19611219-0014,240,I-440,252
A1102,19750722-0060,120,I-440,140
A1103,19920316-0107,120,I-440,106
A1104,19690513-0015,240,I-441,221
A1105,19790426-0049,140,I-441,157
A1106,19620522-0023,280,I-442,282
A1107,19750512-0043,140,I-442,151
A1108,19900909-0123,100,I-442,98
A1109,19660630-0020,260,I-443,275
A1110,19750722-0060,140,I-443,141
A1111,19601021-0018,280,I-444,265
A1112,19790708-0041,100,I-444,116
A1113,19611219-0014,260,I-445,280
A1114,19790618-0048,100,I-445,92
A1115,19570828-0008,260,I-446,253
A1116,19770224-0058,100,I-446,92
A1117,19620424-0026,240,I-447,234
A1118,19761024-0034,100,I-447,85
A1119,19930302-0135,120,I-447,101
A1120,19600814-0002,260,I-448,240
A1121,19761024-0034,120,I-448,112
A1122,19930829-0082,140,I-448,142
A1123,19620831-0024,240,I-449,234
A1124,19761009-0055,140,I-449,144
A1125,19560812-0016,280,I-450,284
A1126,19760524-0046,140,I-450,159
A1127,19920217-0098,100,I-450,91
A1128,19610623-0005,280,I-451,261
A1129,19790717-0045,100,I-451,117
A1130,19620831-0024,280,I-452,286
A1131,19751018-0039,100,I-452,87
A1132,19560812-0016,280,I-453,272
A1133,19761024-0034,140,I-453,142
A1134,19610620-0006,260,I-454,260
A1135,19790717-0045,120,I-454,133
A1136,19930326-0132,120,I-454,114
A1137,19570826-0012,280,I-455,273
A1138,19790426-0049,100,I-455,82
A1139,19660630-0020,280,I-456,295
A1140,19760108-0050,140,I-456,160
A1141,19560705-0025,240,I-457,228
A1142,19761009-0055,120,I-457,127
A1143,19570826-0012,240,I-458,247
A1144,19780317-0052,100,I-458,107
A1145,19650303-0019,260,I-459,277
A1146,19780602-0035,100,I-459,84
A1147,19640414-0013,240,I-460,237
A1148,19790717-0045,140,I-460,155
A1149,19580515-0017,260,I-461,248
A1150,19750220-0037,120,I-461,117
A1151,19570828-0008,240,I-462,227
A1152,19790426-0049,100,I-462,94
A1153,19640220-0029,240,I-463,260
A1154,19771013-0040,100,I-463,118
A1155,19920206-0072,120,I-463,109
A1156,19560612-0010,280,I-464,261
A1157,19780424-0057,100,I-464,113
A1158,19560705-0025,260,I-465,279
A1159,19780424-0057,120,I-465,105
A1160,19930906-0110,120,I-465,122
A1161,19650303-0019,280,I-466,261
A1162,19781125-0031,120,I-466,127
A1163,19900317-0083,100,I-466,102
A1164,19600905-0003,260,I-467,258
A1165,19780424-0057,100,I-467,91
A1166,19580515-0017,280,I-468,268
A1167,19790618-0048,100,I-468,94
A1168,19931203-0066,120,I-468,109
A1169,19620424-0026,280,I-469,293
A1170,19750122-0056,100,I-469,104
A1171,19561222-0030,260,I-470,243
A1172,19750705-0033,100,I-470,109
A1173,19570615-0011,260,I-471,261
A1174,19780317-0052,120,I-471,103
A1175,19600905-0003,280,I-472,281
A1176,19780602-0035,120,I-472,140
A1177,19690513-0015,280,I-473,290
A1178,19750512-0043,140,I-473,130
A1179,19910822-0122,100,I-473,111
A1180,19620522-0023,280,I-474,262
A1181,19750331-0036,100,I-474,83
A1182,19620831-0024,260,I-475,241
A1183,19750122-0056,140,I-475,155
A1184,19900616-0124,100,I-475,80
A1185,19570615-0011,240,I-476,255
A1186,19760524-0046,140,I-476,123
A1187,19921123-0108,140,I-476,157
A1188,19690917-0022,280,I-477,286
A1189,19780602-0035,100,I-477,118
A1190,19900902-0114,140,I-477,142
A1191,19600814-0002,280,I-478,300
A1192,19761020-0044,140,I-478,147
A1193,19580515-0017,280,I-479,272
A1194,19780317-0052,100,I-479,98
A1195,19610918-0027,240,I-480,240
A1196,19770713-0042,140,I-480,142
A1197,19901011-0119,120,I-480,104
A1198,19620831-0024,260,I-481,279
A1199,19780317-0052,120,I-481,123
A1200,19610623-0005,280,I-482,261
A1201,19750417-0051,100,I-482,105
A1202,19921123-0108,140,I-482,131
A1203,19690917-0022,280,I-483,277
A1204,19790426-0049,140,I-483,125
A1205,19690513-0015,240,I-484,256
A1206,19750331-0036,140,I-484,132
A1207,19600529-0021,240,I-485,234
A1208,19750220-0037,140,I-485,133
A1209,19930414-0106,140,I-485,133
A1210,19601021-0018,260,I-486,255
A1211,19770224-0058,140,I-486,120
A1212,19600905-0003,280,I-487,296
A1213,19760524-0046,120,I-487,102
A1214,19901219-0125,100,I-487,102
A1215,19610620-0006,240,I-488,243
A1216,19761024-0034,140,I-488,142
A1217,19930512-0117,100,I-488,116
A1218,19640220-0029,260,I-489,269
A1219,19750220-0037,140,I-489,158
A1220,19930906-0110,140,I-489,131
A1221,19570826-0012,240,I-490,242
A1222,19761009-0055,120,I-490,109
A1223,19901219-0125,120,I-490,102
A1224,19570615-0011,240,I-491,229
A1225,19790702-0038,120,I-491,109
A1226,19620831-0024,260,I-492,269
A1227,19750122-0056,100,I-492,94
A1228,19900426-0089,140,I-492,158
A1229,19611219-0014,240,I-493,232
A1230,19770224-0058,140,I-493,125
A1231,19921123-0108,120,I-493,136
A1232,19560705-0025,240,I-494,245
A1233,19761009-0055,140,I-494,123
A1234,19920505-0115,100,I-494,98
A1235,19590129-0004,280,I-495,290
A1236,19790618-0048,100,I-495,107
A1237,19910514-0068,120,I-495,102
A1238,19560612-0010,260,I-496,255
A1239,19770713-0042,140,I-496,125
A1240,19660630-0020,240,I-497,229
A1241,19790702-0038,140,I-497,134
A1242,19921201-0094,100,I-497,115
A1243,19620424-0026,260,I-498,274
A1244,19771013-0040,140,I-498,139
A1245,19570828-0008,240,I-499,234
A1246,19761024-0034,140,I-499,137
A1247,19910327-0096,140,I-499,144
A1248,19680712-0028,280,I-500,285
A1249,19790717-0045,140,I-500,120
A1250,19900801-0130,140,I-500,126
A1251,19560812-0016,240,I-501,222
A1252,19780317-0052,120,I-501,120
A1253,19921127-0120,100,I-501,94
A1254,19560705-0025,240,I-502,223
A1255,19781125-0031,100,I-502,115
A1256,19560812-0016,240,I-503,255
A1257,19780424-0057,100,I-503,105
A1258,19620424-0026,240,I-504,232
A1259,19780815-0047,120,I-504,125
A1260,19920826-0088,120,I-504,111
A1261,19620522-0023,260,I-505,242
A1262,19750102-0059,100,I-505,92
A1263,19610620-0006,280,I-506,289
A1264,19771013-0040,120,I-506,140
A1265,19930228-0086,140,I-506,121
A1266,19690513-0015,260,I-507,242
A1267,19771013-0040,100,I-507,110
A1268,19640220-0029,240,I-508,242
A1269,19761024-0034,140,I-508,124
A1270,19901219-0125,100,I-508,109
A1271,19640414-0013,280,I-509,287
A1272,19750512-0043,100,I-509,108
A1273,19900902-0090,140,I-509,139
A1274,19650303-0019,240,I-510,259
A1275,19790618-0048,120,I-510,111
A1276,19910214-0084,100,I-510,107
A1277,19560612-0010,240,I-511,226
A1278,19780424-0057,100,I-511,95
A1279,19570826-0012,280,I-512,299
A1280,19780317-0052,140,I-512,128
A1281,19620424-0026,280,I-513,284
A1282,19770713-0042,100,I-513,81
A1283,19570615-0011,260,I-514,246
A1284,19750122-0056,140,I-514,141
A1285,19900211-0140,100,I-514,112
A1286,19600905-0003,280,I-515,267
A1287,19750102-0059,100,I-515,94
A1288,19921002-0129,140,I-515,141
A1289,19600814-0002,280,I-516,269
A1290,19771013-0040,100,I-516,97
A1291,19920122-0065,100,I-516,97
A1292,19600529-0021,240,I-517,235
A1293,19780602-0035,100,I-517,119
A1294,19690513-0015,260,I-518,273
A1295,19790717-0045,100,I-518,104
A1296,19601021-0018,240,I-519,242
A1297,19790702-0038,100,I-519,92
A1298,19620831-0024,280,I-520,278
A1299,19770224-0058,100,I-520,114
A1300,19921218-0101,120,I-520,121
A1301,19690917-0022,260,I-521,277
A1302,19750722-0060,100,I-521,119
A1303,19660630-0020,240,I-522,223
A1304,19750122-0056,100,I-522,113
A1305,19690513-0015,260,I-523,262
A1306,19780602-0035,140,I-523,150
A1307,19570615-0011,280,I-524,296
A1308,19750331-0036,140,I-524,138
A1309,19620522-0023,260,I-525,242
A1310,19750331-0036,120,I-525,139
A1311,19570826-0012,280,I-526,263
A1312,19760524-0046,100,I-526,116
A1313,19611219-0014,260,I-527,246
A1314,19781217-0053,100,I-527,85
A1315,19660630-0020,260,I-528,253
A1316,19750220-0037,100,I-528,92
A1317,19561222-0030,260,I-529,256
A1318,19761024-0034,100,I-529,97
A1319,19600529-0021,240,I-530,232
A1320,19761024-0034,100,I-530,83
A1321,19611219-0014,260,I-531,244
A1322,19770224-0058,120,I-531,107
A1323,19921123-0108,140,I-531,131
A1324,19600814-0002,280,I-532,291
A1325,19761009-0055,140,I-532,148
A1326,19930829-0082,120,I-532,129
A1327,19570615-0011,240,I-533,256
